type,isolate,protein,oil,total_density,bone_density,bone_volume,total_volume,repetitions,std_protein,std_oil,std_total_density,std_bone_density,std_bone_volume,std_total_volume,pc1,pc2,pc3,pc4,time_point,angle,camera_id
calibration,IRHP1,8.76960583475787,3.07848928861383,1.27457796355315,1.44619904262098,159.927393853093,178.89889776013,2.0000000000000000,0.347506773008354,0.493130614513217,0.0681676813878412,0.0358588127389503,13.8937562561816,13.1383933350535,,,,,,,
calibration,IRLP1,16.6384982711629,4.77139976978888,1.34634579482418,1.48611621300799,171.008104635521,206.021632273013,2.0000000000000000,1.11508865125135,1.83016354488016,0.0635496756445469,0.0277252704158747,6.44836173976008,14.5974140272163,,,,,,,
calibration,Ki03,12.2628515452567,3.57200559608415,1.44771614316813,1.57362925239045,192.137745707052,215.543447031086,2.0000000000000000,0.551792655094388,0.668660245120951,0.0963697253699123,0.0270967447942981,22.9224101933885,45.651737169609,,,,,,,
calibration,Ki11,12.2206436289657,3.94774492465916,1.3887666023447,1.48264708936551,213.117096895058,241.418935615851,2.0000000000000000,0.882598696580385,1.07225369198627,0.0606637404171644,0.0408973387369029,11.3553170594995,20.9167109012177,,,,,,,
calibration,Ki3,12.9760283758349,4.09141249450406,1.36031048345676,1.48009045769888,174.342136440813,204.281331160342,2.0000000000000000,0.751146076956482,0.975450165981373,0.0831677414180003,0.0793181680986311,7.46886207645225,26.7481238700887,,,,,,,
calibration,Ky21,9.50924474455826,1.95028500127158,1.45039395853723,1.49212327045825,260.699131527172,288.296096734871,2.0000000000000000,1.67587103608717,0.649603677180578,0.162704605287637,0.0651785567477185,32.1292362326856,36.5165041113274,,,,,,,
calibration,KY21,12.7672550433571,2.1170867916351,1.40670264000103,1.50718565924047,268.683087037087,308.677036071998,2.0000000000000000,0.080204528059356,0.98283885606344,0.160630098759789,0.0356731529185132,21.8381005033114,27.8668961136213,,,,,,,
calibration,M0001,15.4399456214125,2.26697690806401,1.38716809276035,1.48660221273935,212.598547383358,240.162848964316,2.0000000000000000,0.699407924390955,0.780862949457914,0.106975961671365,0.0306724885481057,9.97450884304718,11.7494535233095,,,,,,,
calibration,M0346,12.4470217842242,2.88077761827978,1.23567714888457,1.51842104135859,174.184120727211,206.951257064688,2.0000000000000000,0.810151627961641,1.82768963373651,0.0875713991764746,0.0504414562137656,18.4190652339658,20.3470677757516,,,,,,,
calibration,M037W,10.7628483486804,2.34187500785382,1.39963661795634,1.53513769963647,178.098205446849,201.747478476496,2.0000000000000000,0.263197728004557,0.591065026094909,0.0464794078750577,0.016135980975488,19.2813217931344,32.0212199774364,,,,,,,
calibration,M0384,11.6629313899351,3.44163686744695,1.30710062669194,1.38942698187987,203.038913289284,225.403685462948,2.0000000000000000,0.561348470956374,1.03607988519484,0.0962983079701694,0.0361480992141763,5.6226083969202,17.3172564405758,,,,,,,
calibration,M162W,10.9574320512445,3.87305834495011,1.41555223713681,1.46374762033022,237.16237642394,261.509420937829,2.0000000000000000,0.765104647621017,1.60401141970005,0.0887570958040919,0.0188220929331008,26.4686732476644,40.361569153243,,,,,,,
calibration,M37W,13.232115404064,2.80498429214674,1.51516144236145,1.60525497503888,226.573778999058,251.842510564792,2.0000000000000000,0.995188665845399,1.48686864444619,0.138960933512757,0.0451522030288799,18.2014198202481,29.9844157167074,,,,,,,
calibration,misc_standards_19,26.2869268790882,6.01621419405595,1.04324825516063,1.4660937755236,-168.581159804348,-131.924488254045,186.8947368421052632,2.41931196230264,1.19514308603815,0.168046215152863,0.0844350339183275,29.3718511856405,38.9633833060365,,,,,,,
calibration,Mo17,12.3619242006287,2.65575306106659,1.45706223220463,1.4818377419204,268.139440412136,300.163524762642,2.0000000000000000,0.373470408708119,1.04033981340999,0.102864242788056,0.0432231996522313,16.1640878091871,20.8668653563252,,,,,,,
calibration,Mo18W,11.6532737101857,3.96862644550714,1.37948240334053,1.49553590179875,185.054615981833,208.65783864455,2.0000000000000000,0.692985125358685,0.95108499230737,0.0781484959494985,0.0293630312019015,24.7124579290477,43.046745113316,,,,,,,
calibration,Ms71,13.1488075536704,3.83426121111105,1.43085167476217,1.49148875429092,232.968027248389,262.822359937481,2.0000000000000000,0.499745739514987,1.29580857147143,0.0963298946476957,0.0653686369072125,30.8385952516123,19.1866658769943,,,,,,,
calibration,MS71,13.4545878834323,3.60429589077024,1.40428369495816,1.51052535024645,211.267971535048,247.745604246534,2.0000000000000000,0.603352081381036,0.517637287058443,0.104606784021867,0.0252979146883124,19.0506803902628,37.5797187212357,,,,,,,
calibration,NC350,14.563975015584,4.00104187670026,1.48481649225538,1.55696622947771,180.122084894163,204.082725586319,2.0000000000000000,1.08398113743106,0.711081642921095,0.111273571892264,0.0617810517400381,13.9291665368743,33.45148604326,,,,,,,
calibration,NC358,11.3818656857111,3.36033877154939,1.46845204117315,1.57574644612762,165.203730972558,182.851528484982,2.0000000000000000,1.15878058937322,0.567788396257727,0.0673522801737979,0.0304355784459154,15.7630789879153,25.9216762008734,,,,,,,
calibration,o2,11.5144211867252,3.47352908118559,1.16519073677426,1.41715309150013,130.130607503793,158.218485155435,2.0000000000000000,0.454024407038034,0.629103837120649,0.0359465542793025,0.0285166883208673,32.6452623799816,24.5001515048524,,,,,,,
calibration,Oh43,11.1122702614062,2.8365686312888,1.37672256655491,1.46882577179351,195.667327204991,220.486751355249,2.0000000000000000,0.819650667865182,0.751695957592126,0.0383374903260586,0.0359791730476391,17.3218422409328,25.7691226854356,,,,,,,
calibration,Oh7B,13.03429178058,4.69368691971697,1.44372027658145,1.49906975126388,176.763412061035,196.560504493989,2.0000000000000000,0.519012249402499,0.694992779648019,0.0605525695320879,0.0358362850161527,33.3084112344441,43.2626593286482,,,,,,,
calibration,P39,14.366695501125,8.89213997608745,1.35890312091252,1.53331020280008,103.200017447718,126.228387282279,2.0000000000000000,0.69344591424446,0.924121025602191,0.0552923899791449,0.0302480228392884,14.2179292788686,23.4276011615473,,,,,,,
calibration,rgh3,12.1992385805437,2.64598477923699,1.35358384051336,1.49170139093804,118.40854516239,141.31027891899,2.0000000000000000,0.476072907499627,0.570812800697375,0.045449924125563,0.029439182163304,22.082721903632,26.6334448170342,,,,,,,
calibration,sh2,16.4157211302595,6.90453354663319,1.13087662337456,1.53143594766562,71.5350564283469,112.998647322735,2.0000000000000000,0.547916478190175,0.49125648254275,0.0621844597747226,0.0167224933689704,17.6206772857825,24.7046464799125,,,,,,,
calibration,soybean_armstrong,27.743266441095,19.4021426074719,1.34909835645384,1.42997783038198,136.351894093088,192.536650521932,5.0000000000000000,1.3885395371909,1.30835728434205,0.0362655434106319,0.0239040755159311,11.8225506669212,16.2369280270636,,,,,,,
calibration,su1,17.5733306077337,5.57658197913163,1.33532069267115,1.59188565512871,104.975100916377,129.671216335629,2.0000000000000000,1.05127024829972,0.691416192993021,0.0572338923047751,0.0283997736010099,18.0343072942137,25.5727741623448,,,,,,,
calibration,Tx303,10.6401421444167,2.72711390615228,1.36565446933178,1.42069840822212,235.647757591104,268.438875790109,2.0000000000000000,1.34285920414057,1.4877884893323,0.0821960639020761,0.060896785907972,24.0022967633829,29.5586398869649,,,,,,,
calibration,Tzi8,13.6309482666562,4.41074522743165,1.44702349871422,1.56980805321611,159.758286417109,178.56409817533,2.0000000000000000,0.574894274794672,0.712688202288103,0.0884172218319274,0.0222037042900384,10.6937581490587,27.2001326354337,,,,,,,
calibration,W22,14.9982257564398,3.3097055973846,1.49654048404484,1.57320398046086,218.264803347353,245.026661403913,2.0000000000000000,0.246385973945383,1.49704773294676,0.123791254408485,0.0297514903852746,21.4635896641968,27.4751246711935,,,,,,,
calibration,W22^ACR,10.5475734609566,3.25416096230946,1.50569286146158,1.53624681293297,225.794152669973,249.515414145911,2.0000000000000000,1.10382878306396,1.23664314035528,0.177562567374422,0.0468321234100642,11.7393934317684,28.9174308576648,,,,,,,
calibration,w3,13.1526281045893,3.21511419871043,1.29650916051033,1.54314967694729,168.195176258847,201.814139472719,2.0000000000000000,0.662089678809333,0.857193454198565,0.0655397725566644,0.0184638980584761,10.646517893919,17.3104371919407,,,,,,,
calibration,W64A,15.8801283776885,3.39193377327811,1.40989844532697,1.56622565658894,183.967093814865,212.527827386401,2.0000000000000000,0.837805682890668,1.1403859846266,0.152166365498323,0.0146856138212222,19.7688185876023,17.7846483817303,,,,,,,
calibration,wx1,13.5434599956061,2.68659276212683,1.27711226231375,1.47341719340267,153.466289712363,193.733162803832,5.0000000000000000,0.652976228371044,0.497561984468923,0.0402445658111371,0.0341561891894889,19.0281531429786,24.2972638018938,,,,,,,
calibration,y9,14.1902345582729,3.52498728083205,1.4161909153506,1.55627697601976,111.044298003138,124.898354424017,2.0000000000000000,0.656061312670097,1.13019715115456,0.0986711423425567,0.0673999029567658,57.2987732352437,60.6606746319296,,,,,,,
collaborator,12-5003-04,13.6796483028808,2.92645223975769,1.43741483248009,1.57376337288216,162.034087104273,185.790339952999,6.0000000000000000,0.914706164807527,0.527792294763212,0.0539806994151796,0.0370727330235032,25.9785378877336,29.1328965736082,,,,,,,
collaborator,12-5109-07,15.4728795408742,4.07959450147694,1.36922736818999,1.54911998692361,178.014137697697,205.718328922465,6.0000000000000000,0.843800204598232,0.486123118807766,0.0458041778495303,0.0402298083742364,23.4817172216952,27.9663041151584,,,,,,,
collaborator,12-5201-04,13.2054893330678,3.15514413800553,1.301282329497,1.4963803551034,146.330886345159,173.240023376139,6.0000000000000000,0.86556218608883,0.517326764012952,0.0437889930533595,0.0407059069763277,19.6129212422169,23.9636041826246,,,,,,,
collaborator,12-6019-01,13.4259827399668,3.04341398491747,1.39250369370184,1.55450485302476,144.050745317261,170.397434956102,6.0000000000000000,0.94903186743259,0.509025514346401,0.0462131037108587,0.0341381646266203,20.4088103121816,23.4417132713725,,,,,,,
collaborator,12-6019-08,13.4146651048866,3.36015370913443,1.46335522000651,1.58628552444075,177.499959990441,207.63225024325,6.0000000000000000,1.04104036591093,0.577123048250656,0.0541567835260955,0.044083910963266,23.4988520498808,26.9662416653025,,,,,,,
collaborator,12-6020-04,15.0685169574417,2.76830427607931,1.36863005594652,1.51094307128211,157.971111324341,191.362496210104,6.0000000000000000,0.809385905980773,0.560232890421817,0.0469727261065042,0.0399487595241062,23.6010307944139,27.1151974869633,,,,,,,
collaborator,12-6024-10,14.5194153359874,2.61413139561462,1.36448368944719,1.52337510795715,151.349071885995,184.966620350684,6.0000000000000000,0.825357948338058,0.494275091252735,0.0452623419597619,0.0375070941089436,23.3380666841198,28.4268246951058,,,,,,,
collaborator,12-6027-01,11.5898773233362,2.24924013022622,1.39305997730333,1.46630667391946,212.543263690046,244.697410718279,6.0000000000000000,0.972060678281402,0.534562786228737,0.0467861784514315,0.0384471109432677,28.6621782352374,31.5666239108224,,,,,,,
collaborator,12-6097-03,12.7285660938195,2.22052899161273,1.35629868371666,1.44233755233643,206.917114716261,243.828335022078,6.0000000000000000,0.869808237415368,0.511705299416143,0.0457791097712948,0.0377512829697326,26.9587753953531,30.2537871669978,,,,,,,
collaborator,12-6097-07,12.5324291850205,2.6754358900282,1.29304125546822,1.40020213768763,194.680609138522,232.759728866508,6.0000000000000000,0.925339581718216,0.574121982913146,0.0456434004588884,0.0414836529540159,28.5207682485534,33.2163692974376,,,,,,,
collaborator,"#23, 2011-299, High B73",8.47007125435936,3.42392055199366,1.5258846868788,1.448799159299,213.905248942216,194.233436929364,4.0000000000000000,1.48162763450367,0.651056531116238,0.0828970793246605,0.0415562225374653,38.9115105500143,36.4275133220676,,,,,,,
collaborator,"#24, 2011-300, Low B73",9.18791237805127,3.91595771521399,1.56888063008542,1.50402405675175,237.155548487023,227.970917178688,4.0000000000000000,1.80185122385233,0.714536827948972,0.100595990782447,0.0364241693078241,42.114525523839,40.2922113643063,,,,,,,
