kernel_id,type,isolate,plate_name,protein,oil,total_density,bone_density,bone_volume,total_volume,repetitions,std_protein,std_oil,std_total_density,std_bone_density,std_bone_volume,std_total_volume,pc1,pc2,pc3,pc4
51959,NAM_parents,B97,07S-2048-06A,10.413244524671,3.42206090943844,1.26077024666693,1.43503993581817,158.215880221538,186.282436064849,4,1.89527587863832,0.698611381310342,0.0390115774035837,0.0132743926890386,20.052724419306,23.9098113766418,,,,
52053,NAM_parents,CML052,07S-2049-02A,12.4131397999963,1.74615333961287,1.51213736939043,1.54158604895598,195.976280634795,207.620756182496,4,1.46938282659402,0.0999538071194829,0.0565953417280804,0.025139087932567,17.143241719648,11.2653943261771,,,,
52054,NAM_parents,CML052,07S-2049-02A,11.9672241169025,3.25889732287671,1.49406943187264,1.53729014496683,180.487244217357,195.88684177508,4,1.38143056565009,1.77577838667705,0.0407068723587764,0.0335403778062781,17.7402678678607,9.06508159980031,,,,
51771,NAM_parents,W22^ACR,04S-5253-07A,12.1005353469357,4.15255829591482,1.41568732907899,1.49658558240595,151.399506879203,169.20204540968,4,0.493819236978418,0.947800680918179,0.0136502743362135,0.0228339928635977,5.33920065498525,9.00082467259446,,,,
51786,NAM_parents,W22^ACR,04S-5253-07A,11.7887392646227,3.25931089649618,1.4072025297186,1.49760563131136,173.215260213315,197.883755207823,4,0.730440924319732,1.25393762162642,0.0394756915470061,0.0172424321698284,4.17257493348397,7.21651211209814,,,,
52066,NAM_parents,CML052,07S-2049-02A,12.0347409022701,0.945030146836038,1.49637819549813,1.5269941070415,187.258147935104,198.453409607817,4,1.06466631717157,0.449384807661176,0.0653692353844745,0.0122998203096182,38.8705198332721,37.5452682696803,,,,
51992,NAM_parents,B97,07S-2048-06B,10.6251642836456,1.44835091239812,1.20062550746168,1.44471190413118,159.872735692287,197.131145293326,4,0.729075681932903,0.105984879281429,0.0275209062457469,0.0256101223347303,6.26707035437104,11.1573757075179,,,,
51901,NAM_parents,B73,07S-2047-01B,11.1001566236992,2.97343141595505,1.21720768363524,1.3979343110471,151.002961531188,181.079934097546,4,0.468929474748035,0.273719149692148,0.0563772036086322,0.0229867428523611,20.8289213763592,32.1134175453021,,,,
51452,calibration,cal-42,cal-42,12.4048999925578,2.08432831550129,1.39629354322555,1.49461282155996,236.876278399111,266.783096291703,5,0.549515336539712,0.374800332424019,0.0460131267518455,0.02049555016255,4.20780062831556,8.4281192250462,,,,
51605,calibration,cal-45,cal-45,17.7202828381628,17.9320434676064,1.38336304974692,1.41421110761537,196.577177830975,234.548935254204,5,1.23272683079369,2.54327669536091,0.0381801058324156,0.02222231490865,19.9558812026317,29.5985357874423,,,,
51696,calibration,cal-47,cal-47,14.1847367360699,2.74361289318503,1.42228026313574,1.57137510119894,161.626150944592,186.727612557817,5,0.315974094957767,0.726532395764208,0.0343426241654941,0.0187610725582241,20.339739396532,21.7407087568401,,,,
51541,calibration,cal-44,cal-44,12.9900828286181,2.51351591039707,1.50661961444983,1.53313765564804,261.37213479343,288.714053607842,5,0.756718849631358,0.497455997845143,0.079305836084454,0.032125336360909,19.4355138513057,12.5766793261438,,,,
51706,calibration,cal-47,cal-47,13.5792697670938,1.3129563111268,1.35283716514398,1.4630045155991,119.495289047612,150.459601990615,5,1.00056248246767,0.682638621027639,0.0683897583380106,0.0102783512872462,23.7636879592078,23.2730337303821,,,,
51498,calibration,cal-43,cal-43,11.8116874651089,2.18079650931939,1.33357863868525,1.46726798346012,224.416032970693,259.894032737776,5,0.632810783418503,0.426589113320914,0.0646745801454023,0.0474232965339875,18.2786508246518,25.7839986051042,,,,
51877,NAM_parents,B73,07S-2047-01A,10.8501437282386,3.27917118269535,1.22078138612307,1.42039239873571,156.01350791144,184.80030225392,4,0.443613412226965,0.697746160939088,0.0519086201122386,0.033346511459024,20.1869327445157,20.7139249577603,,,,
51422,calibration,cal-41,cal-41,13.1440959991537,9.1753801679188,1.59086714276573,1.68660960990207,184.712927136568,197.311939399542,5,1.2179411478146,0.758737829384015,0.0444325002822063,0.0270900147235783,10.7770836689326,12.300842635174,,,,
